"名前","値","許可された値","変更可能","送信元","適用タイプ","データ型","説明","ApplyMethod","MinimumEngineVersion"
"innodb_lru_scan_depth",,"100-18446744073709551615",true,"engine-default","dynamic","integer","A parameter that influences the algorithms and heuristics for the flush operation for the InnoDB buffer pool.","pending-reboot",
"innodb_max_dirty_pages_pct",,"0-99",true,"engine-default","dynamic","integer","Maximum percentage of dirty pages in the buffer pool","pending-reboot",
"innodb_max_purge_lag",,"0-4294967295",true,"engine-default","dynamic","integer","Controls how to delay INSERT, UPDATE, and DELETE operations when purge operations are lagging","pending-reboot",
"innodb_max_purge_lag_delay",,"0-18446744073709551615",true,"engine-default","dynamic","integer","Specifies the maximum delay in microseconds for the delay imposed by the innodb_max_purge_lag configuration option","pending-reboot",
"innodb_monitor_disable",,,true,"engine-default","dynamic","string","Turns off one or more counters in the information_schema.innodb_metrics table.","pending-reboot",
"innodb_monitor_enable",,,true,"engine-default","dynamic","string","Turns on one or more counters in the information_schema.innodb_metrics table.","pending-reboot",
"innodb_monitor_reset",,,true,"engine-default","dynamic","string","Resets to zero the count value for one or more counters in the information_schema.innodb_metrics table.","pending-reboot",
"innodb_monitor_reset_all",,,true,"engine-default","dynamic","string","Resets all values (minimum, maximum, and so on) for one or more counters in the information_schema.innodb_metrics table.","pending-reboot",
"innodb_old_blocks_pct",,"5-95",true,"engine-default","dynamic","integer","Specifies the approximate percentage of the InnoDB buffer pool used for the old block sublist.","pending-reboot",
"innodb_old_blocks_time",,"0-4294967295",true,"engine-default","dynamic","integer","Specifies how long in milliseconds (ms) a block inserted into the old sublist must stay there after its first access before it can be moved to the new sublist.","pending-reboot",
"innodb_online_alter_log_max_size",,"65536-18446744073709551615",true,"engine-default","dynamic","integer","Specifies an upper limit on the size of the temporary log files used during online DDL operations for InnoDB tables.","pending-reboot",
"innodb_open_files",,"-1,10-4294967295",true,"engine-default","static","integer","Relevant only if you use multiple tablespaces in innodb. It specifies the maximum number of .ibd files that innodb can keep open at one time","pending-reboot",
"innodb_optimize_fulltext_only",,"0,1",true,"engine-default","dynamic","boolean","Changes the way the OPTIMIZE TABLE statement operates on InnoDB tables.","pending-reboot",
"innodb_page_size",,,false,"engine-default","static","string","Specifies the page size for all InnoDB tablespaces in a MySQL instance.","pending-reboot",
"innodb_print_all_deadlocks",,"0,1",true,"engine-default","dynamic","boolean","Records information about all InnoDB deadlocks in Aurora error log.","pending-reboot",
"innodb_purge_batch_size",,"1-5000",true,"engine-default","dynamic","integer","The granularity of changes, expressed in units of redo log records, that trigger a purge operation, flushing the changed buffer pool blocks to disk","pending-reboot",
"innodb_purge_threads",,"0-1",true,"engine-default","static","integer","The number of background threads devoted to the InnoDB purge operation","pending-reboot",
"innodb_random_read_ahead",,"0,1",true,"engine-default","dynamic","boolean","Enables or disables Innodb Random Read Ahead","pending-reboot",
"innodb_read_ahead_threshold",,"0-64",true,"engine-default","dynamic","integer","Controls the sensitivity of linear read-ahead that InnoDB uses to prefetch pages into the buffer cache.","pending-reboot",
"innodb_read_io_threads",,"1-64",false,"engine-default","static","integer","The number of I/O threads for read operations in InnoDB.","pending-reboot",
"innodb_read_only",,"0,1",false,"engine-default","static","boolean","Starts the server in read-only mode.","pending-reboot",
"innodb_replication_delay",,"0-4294967295",true,"engine-default","dynamic","integer","The replication thread delay (in ms) on a slave server if innodb_thread_concurrency is reached.","pending-reboot",
"innodb_rollback_on_timeout",,"0,1",true,"engine-default","static","boolean","Controls whether timeouts rollback the last statement or the entire transaction","pending-reboot",
"innodb_rollback_segments",,"1-128",true,"engine-default","dynamic","integer","Defines how many of the rollback segments in the system tablespace that InnoDB uses within a transaction.","pending-reboot",
"innodb_sort_buffer_size",,"65536-67108864",true,"engine-default","static","integer","Specifies the sizes of several buffers used for sorting data during creation of an InnoDB index.","pending-reboot",
"innodb_spin_wait_delay",,"0-4294967295",true,"engine-default","dynamic","integer","The maximum delay between polls for a spin lock.","pending-reboot",
"innodb_stats_auto_recalc",,"0,1",true,"system","dynamic","boolean","Causes InnoDB to automatically recalculate persistent statistics after the data in a table is changed substantially.","pending-reboot",
"innodb_stats_method",,"nulls_equal,nulls_unequal,nulls_ignored",true,"engine-default","dynamic","string","How the server treats NULL values when collecting statistics about the distribution of index values for InnoDB tables.","pending-reboot",
"innodb_stats_on_metadata",,"0,1",true,"engine-default","dynamic","boolean","Controls whether table and index stats are updated when getting status information via SHOW STATUS or the INFORMATION_SCHEMA","pending-reboot",
"innodb_stats_persistent",,"OFF,ON,0,1",true,"system","dynamic","boolean","Specifies whether the InnoDB index statistics produced by the ANALYZE TABLE command are stored on disk.","pending-reboot",
"innodb_stats_persistent_sample_pages",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The number of index pages to sample when estimating cardinality and other statistics for an indexed column, such as those calculated by ANALYZE TABLE.","pending-reboot",
"innodb_stats_transient_sample_pages",,"0-18446744073709551615",true,"engine-default","dynamic","integer","The number of index pages to sample when estimating cardinality and other statistics for an indexed column, such as those calculated by ANALYZE TABLE.","pending-reboot",
"innodb_strict_mode",,"0,1",true,"engine-default","dynamic","boolean","Whether InnoDB returns errors rather than warnings for exceptional conditions.","pending-reboot",
"innodb_support_xa",,"0,1",true,"engine-default","dynamic","boolean","Enables two phase commit in XA transactions","pending-reboot",
"innodb_sync_array_size",,"1-1024",true,"engine-default","static","integer","Splits an internal data structure used to coordinate threads, for higher concurrency in workloads with large numbers of waiting threads.","pending-reboot",
"innodb_sync_spin_loops",,"0-9223372036854775807",true,"engine-default","dynamic","integer","The number of times a thread waits for an innodb mutex to be freed before the thread is suspended","pending-reboot",
"innodb_table_locks",,"0,1",true,"engine-default","dynamic","boolean","If autocommit = 0, innodb honors LOCK TABLES","pending-reboot",
"innodb_thread_concurrency",,"0-1000",false,"engine-default","dynamic","integer","The number of threads that can enter innodb concurrently","pending-reboot",
"innodb_thread_sleep_delay",,"0-9223372036854775807",true,"engine-default","dynamic","integer","How long innodb threads sleep before joining the innodb queue, in microseconds.","pending-reboot",
"innodb_undo_directory",,,false,"system","static","string","The relative or absolute directory path where InnoDB creates separate tablespaces for the undo logs","pending-reboot",
"innodb_undo_logs",,"0-128",true,"engine-default","dynamic","integer","Defines how many of the rollback segments in the system tablespace that InnoDB uses within a transaction.","pending-reboot",
"innodb_undo_tablespaces","0","0-18446744073709551616",false,"system","static","integer","The number of tablespace files that the undo logs are divided between, when you use a non-zero innodb_undo_logs setting.","pending-reboot",
"innodb_use_native_aio",,"0,1",false,"engine-default","static","boolean","Controls whether or not MySQL uses Linux native asynchronous IO.","pending-reboot",
"innodb_write_io_threads",,"1-64",false,"engine-default","static","integer","The number of I/O threads for write operations in InnoDB.","pending-reboot",
"interactive_timeout",,"1-31536000",true,"engine-default","dynamic","integer","Number of seconds the server waits for activity on an interactive connection before closing it.","pending-reboot",
"join_buffer_size",,"128-18446744073709547520",true,"engine-default","dynamic","integer","Increase the value of join_buffer_size to get a faster full join when adding indexes is not possible.","pending-reboot",
"keep_files_on_create",,"0,1",true,"engine-default","dynamic","boolean","Suppress behavior to overwrite MyISAM file created in DATA DIRECTORY or INDEX DIRECTORY.","pending-reboot",
"key_buffer_size","16777216","4096-4294967295",true,"system","dynamic","integer","Increase the buffer size to get better index handling used for index blocks (for all reads and multiple writes).","pending-reboot",
"key_cache_age_threshold",,"100-18446744073709547520",true,"engine-default","dynamic","integer","Controls the demotion of buffers from the hot sub-chain of a key cache to the warm sub-chain. Lower values cause demotion to happen more quickly.","pending-reboot",
"key_cache_block_size",,"512-16384",true,"engine-default","dynamic","integer","Size in bytes of blocks in the key cache.","pending-reboot",
"key_cache_division_limit",,"1-100",true,"engine-default","dynamic","integer","The division point between the hot and warm sub-chains of the key cache buffer chain. The value is the percentage of the buffer chain to use for the warm sub-chain.","pending-reboot",
"lc_time_names",,"ar_AE,ar_BH,ar_DZ,ar_EG,ar_IN,ar_IQ,ar_JO,ar_KW,ar_LB,ar_LY,ar_MA,ar_OM,ar_QA,ar_SA,ar_SD,ar_SY,ar_TN,ar_YE,be_BY,bg_BG,ca_ES,cs_CZ,da_DK,de_AT,de_BE,de_CH,de_DE,de_LU,el_GR,en_AU,en_CA,en_GB,en_IN,en_NZ,en_PH,en_US,en_ZA,en_ZW,es_AR,es_BO,es_CL,es_CO,es_CR,es_DO,es_EC,es_ES,es_GT,es_HN,es_MX,es_NI,es_PA,es_PE,es_PR,es_PY,es_SV,es_US,es_UY,es_VE,et_EE,eu_ES,fi_FI,fo_FO,fr_BE,fr_CA,fr_CH,fr_FR,fr_LU,gl_ES,gu_IN,he_IL,hi_IN,hr_HR,hu_HU,id_ID,is_IS,it_CH,it_IT,ja_JP,ko_KR,lt_LT,lv_LV,mk_MK,mn_MN,ms_MY,nb_NO,nl_BE,nl_NL,no_NO,pl_PL,pt_BR,pt_PT,ro_RO,ru_RU,ru_UA,sk_SK,sl_SI,sq_AL,sr_RS,sv_FI,sv_SE,ta_IN,te_IN,th_TH,tr_TR,uk_UA,ur_PK,vi_VN,zh_CN,zh_HK,zh_TW",true,"engine-default","dynamic","string","This variable specifies the locale that controls the language used to display day and month names and abbreviations.","pending-reboot",
"local_infile","1","0,1",true,"system","dynamic","boolean","Controls whetther LOCAL is supported for LOAD DATA INFILE","pending-reboot",
"lock_wait_timeout",,"1-31536000",true,"engine-default","dynamic","integer","Specifies the timeout in seconds for attempts to acquire metadata locks","pending-reboot",
"log-bin","/rdsdbdata/log/binlog/mysql-bin-changelog",,false,"system","static","string","Controls binary logging.","pending-reboot",
"log_bin_trust_function_creators",,"0,1",true,"engine-default","dynamic","boolean","Enforces restrictions on stored functions / triggers - logging for replication.","pending-reboot",
"log_bin_use_v1_row_events",,"0,1",true,"engine-default","static","boolean","Whether MySQL writes binary log events using a Version 1 or Version 2 logging events","pending-reboot",
"log_error","/rdsdbdata/log/error/mysql-error.log",,false,"system","static","string","Location  of error log.","pending-reboot",
"log_output","TABLE","TABLE,FILE,NONE",true,"system","dynamic","string","Controls where to store query logs","pending-reboot",
"log_queries_not_using_indexes",,"0,1",true,"engine-default","dynamic","boolean","Logs queries that are expected to retrieve all rows to slow query log","pending-reboot",
"log_slave_updates","1","0,1",false,"system","static","boolean","Allow for chain replication - ingression","pending-reboot",
"log_throttle_queries_not_using_indexes",,"0-4294967295",true,"engine-default","dynamic","integer","Limits the number of such queries per minute that can be written to the slow query log.","pending-reboot",
"log_warnings",,"0-18446744073709547520",true,"engine-default","dynamic","integer","Controls whether to produce additional warning messages.","pending-reboot",
"long_query_time",,"0-31536000",true,"engine-default","dynamic","float","Defines what MySQL considers long queries","pending-reboot",
"lower_case_table_names",,"0-1",true,"engine-default","static","integer","Affects how the server handles identifier case sensitivity","pending-reboot",
"low_priority_updates",,"0,1",true,"engine-default","dynamic","boolean","INSERT, UPDATE, DELETE, and LOCK TABLE WRITE wait until no pending SELECT. Affects only storage engines that use only table-level locking (MyISAM, MEMORY, MERGE).","pending-reboot",
"master-info-repository","TABLE","FILE,TABLE",true,"system","static","string","This option causes the server to write its master info log to a file or a table.","pending-reboot",
"master_verify_checksum",,"0,1",true,"engine-default","dynamic","boolean","Enabling this variable causes the master to examine checksums when reading from the binary log.","pending-reboot",
"max_allowed_packet",,"1024-1073741824",true,"engine-default","dynamic","integer","This value by default is small, to catch large (possibly incorrect) packets. Must be increased if using large BLOB columns or long strings. As big as largest BLOB. ","pending-reboot",
"max_binlog_cache_size",,"4096-18446744073709547520",true,"engine-default","dynamic","integer","Maximum binlog cache size a transaction may use","pending-reboot",
"max_binlog_size","134217728","4096-1073741824",false,"system","dynamic","integer","Server rotates the binlog once it reaches this size","pending-reboot",
"max_binlog_stmt_cache_size",,"4096-18446744073709547520",true,"engine-default","dynamic","integer","If nontransactional statements within a transaction require more than this many bytes of memory, the server generates an error.","pending-reboot",
"max_connect_errors",,"1-18446744073709547520",true,"engine-default","dynamic","integer","A host is blocked from further connections if there are more than this number of interrupted connections","pending-reboot",
"max_connections","GREATEST({log(DBInstanceClassMemory/805306368)*45},{log(DBInstanceClassMemory/8187281408)*1000})","1-16000",true,"system","dynamic","integer","The number of simultaneous client connections allowed.","pending-reboot",
"max_delayed_threads",,"0-16384",true,"engine-default","dynamic","integer","Do not start more than this number of threads to handle INSERT DELAYED statements.","pending-reboot",
"max_error_count",,"0-65535",true,"engine-default","dynamic","integer","The maximum number of error, warning, and note messages to be stored for display.","pending-reboot",
"max_heap_table_size",,"16384-1844674407370954752",true,"engine-default","dynamic","integer","Maximum size to which MEMORY tables are allowed to grow.","pending-reboot",
"max_insert_delayed_threads",,"0-16384",true,"engine-default","dynamic","integer","Synonym for max_delayed_threads","pending-reboot",
"max_join_size",,"1-18446744073709551615",true,"engine-default","dynamic","integer","Catch SELECT statements where keys are not used properly and would probably take a long time. ","pending-reboot",
"max_length_for_sort_data",,"4-8388608",true,"engine-default","dynamic","integer","ORDER BY Optimization. The cutoff on the size of index values that determines which filesort algorithm to use.","pending-reboot",
"max_prepared_stmt_count",,"0-1048576",true,"engine-default","dynamic","integer","Used if the potential for denial-of-service attacks based on running the server out of memory by preparing huge numbers of statements.","pending-reboot",
"max_seeks_for_key",,"1-18446744073709547520",true,"engine-default","dynamic","integer","A low value can force MySQL to prefer indexes instead of table scans.","pending-reboot",
"max_sort_length",,"4-8388608",true,"engine-default","dynamic","integer","The number of bytes to use when sorting BLOB or TEXT values.","pending-reboot",
"max_sp_recursion_depth",,"0-255",true,"engine-default","dynamic","integer","Limits the number of times a stored procedure can be called recursively minimizing the demand on thread stack space.","pending-reboot",
"max_tmp_tables",,"1-9223372036854775807",true,"engine-default","dynamic","integer","The maximum number of temporary tables a client can keep open at the same time.","pending-reboot",
"max_user_connections",,"0-4294967295",true,"engine-default","dynamic","integer","Maximum number of simultaneous connections allowed to any given MySQL account. ","pending-reboot",
"max_write_lock_count",,"1-18446744073709547520",true,"engine-default","dynamic","integer","After this many write locks, allow some pending read lock requests to be processed in between.","pending-reboot",
"metadata_locks_cache_size",,"1-1048576",true,"engine-default","static","integer","The size of the metadata locks cache","pending-reboot",
"min_examined_row_limit",,"0-18446744073709547520",true,"engine-default","dynamic","integer","Can be used to cause queries which examine fewer than the stated number of rows not to be logged.","pending-reboot",
"myisam_data_pointer_size",,"2-7",true,"engine-default","dynamic","integer","The default pointer size in bytes, to be used by CREATE TABLE for MyISAM tables when no MAX_ROWS option is specified.","pending-reboot",
"myisam_max_sort_file_size",,"0-9223372036853727232",true,"engine-default","dynamic","integer","The maximum size of the temporary file that MySQL is allowed to use while re-creating a MyISAM index","pending-reboot",
"myisam_mmap_size",,"7-922337203685477807",true,"engine-default","static","integer","Maximum amount of memory to use for memory mapping compressed MyISAM files","pending-reboot",
"myisam_sort_buffer_size",,"4-9223372036854775807",true,"engine-default","dynamic","integer","Size of the buffer that is allocated when sorting MyISAM indexes during a REPAIR TABLE or when creating indexes with CREATE INDEX or ALTER TABLE.","pending-reboot",
"myisam_stats_method",,"nulls_equal,nulls_unequal,nulls_ignored",true,"engine-default","dynamic","string","How the server treats NULL values when collecting statistics about the distribution of index values for MyISAM tables","pending-reboot",
"myisam_use_mmap",,"0,1",true,"engine-default","dynamic","boolean","Memory mapping for reading and writing MyISAM tables.","pending-reboot",
"net_buffer_length",,"1024-1048576",true,"engine-default","dynamic","integer","This variable should not normally be changed. For use when very little memory is available. Set it to the expected length of statements sent by clients.","pending-reboot",
"net_read_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds to wait for more data from a TCP/IP connection before aborting the read.","pending-reboot",
"net_retry_count",,"1-9223372036854775807",true,"engine-default","dynamic","integer","If a read on a communication port is interrupted, retry this many times before giving up. This value should be set quite high on freebsd because internal interrupts are sent to all threads. ","pending-reboot",
"net_write_timeout",,"1-31536000",true,"engine-default","dynamic","integer","The number of seconds to wait on TCP/IP connections for a block to be written before aborting the write. ","pending-reboot",
"old_passwords",,"0,2",true,"engine-default","dynamic","integer","Force the server to generate short (pre-4.1) password hashes for new passwords. This is useful for compatibility when the server must support older client programs.","pending-reboot",
"old-style-user-limits",,"0,1",true,"engine-default","static","boolean","Enable old-style user limits.","pending-reboot",
"optimizer_prune_level",,"0,1",true,"engine-default","dynamic","boolean","Controls the heuristics applied during query optimization to prune less-promising partial plans from the optimizer search space.","pending-reboot",
"optimizer_search_depth",,"0-62",true,"engine-default","dynamic","integer","The maximum depth of search performed by the query optimizer.","pending-reboot",
"optimizer_switch",,"batched_key_access=on,batched_key_access=off,block_nested_loop=on,block_nested_loop=off,engine_condition_pushdown=off,engine_condition_pushdown=on,firstmatch=on,firstmatch=off,index_merge=on,index_merge=off,index_merge_intersection=on,index_merge_intersection=off,index_merge_union=on,index_merge_union=off,index_merge_sort_union=on,index_merge_sort_union=off,loosescan=on,loosescan=off,materialization=on,materialization=off,mrr=on,mrr=off,mrr_cost_based=on,mrr_cost_based=off,semijoin=on,semijoin=off,subquery_materialization_cost_based=on,subquery_materialization_cost_based=off,use_index_extensions=on,use_index_extensions=off",true,"engine-default","dynamic","list","Controls optimizer behavior. ","pending-reboot",
"optimizer_trace",,"enabled=on,enabled=off,one_line=on,one_line=off",true,"engine-default","dynamic","string","Controls how statements are traced.","pending-reboot",
"optimizer_trace_features",,"greedy_search=on,greedy_search=off,range_optimizer=on,range_optimizer=off,dynamic_range=on,dynamic_range=off,repeated_subselect=on,repeated_subselect=off",true,"engine-default","dynamic","string","Controls optimizations during statement tracing.","pending-reboot",
"optimizer_trace_limit",,"1-9223372036854775807",true,"engine-default","dynamic","integer","Controls the limit on trace retention.","pending-reboot",
"optimizer_trace_max_mem_size",,"0-18446744073709551615",true,"engine-default","dynamic","integer","Maximum allowed cumulated size of stored optimizer traces","pending-reboot",
"optimizer_trace_offset",,"-9223372036854775807-9223372036854775807",true,"engine-default","dynamic","integer","Controls the offset on trace retention.","pending-reboot",
"performance_schema","0","0,1",true,"system","static","boolean","Enables or disables the Performance Schema","pending-reboot",
"performance_schema_accounts_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the Performance Schema accounts table","pending-reboot",
"performance_schema_consumer_events_stages_current",,"0,1",true,"engine-default","static","boolean","Enable the events_stages_current consumer","pending-reboot",
"performance_schema_consumer_events_stages_history",,"0,1",true,"engine-default","static","boolean","Enable the events_stages_history consumer","pending-reboot",
"performance_schema_consumer_events_stages_history_long",,"0,1",true,"engine-default","static","boolean","Enable the events_stages_history_long consumer","pending-reboot",
"performance_schema_consumer_events_statements_current",,"0,1",true,"engine-default","static","boolean","Enable the events_statements_current consumer","pending-reboot",
"performance_schema_consumer_events_statements_history",,"0,1",true,"engine-default","static","boolean","Enable the events_statements_history consumer","pending-reboot",
"performance_schema_consumer_events_statements_history_long",,"0,1",true,"engine-default","static","boolean","Enable the events_statements_history_long consumer","pending-reboot",
"performance-schema-consumer-events-waits-current",,"ON,OFF",true,"engine-default","static","string","Configure the events-waits-current consumer.","pending-reboot",
"performance_schema_consumer_events_waits_history",,"0,1",true,"engine-default","static","boolean","Enable the events_waits_history consumer","pending-reboot",
"performance_schema_consumer_events_waits_history_long",,"0,1",true,"engine-default","static","boolean","Enable the events_waits_history_long consumer","pending-reboot",
"performance_schema_consumer_global_instrumentation",,"0,1",true,"engine-default","static","boolean","Enable the global instrumentation consumer","pending-reboot",
"performance_schema_consumer_statements_digest",,"0,1",true,"engine-default","static","boolean","Enable the statements_digest consumer","pending-reboot",
"performance_schema_consumer_thread_instrumentation",,"0,1",true,"engine-default","static","boolean","Enable the thread instrumentation consumer","pending-reboot",
"performance_schema_digests_size",,"-1-1048576",true,"engine-default","static","integer","The maximum number of rows in the events_statements_summary_by_digest table","pending-reboot",
"performance_schema_events_stages_history_long_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the events_stages_history_long table","pending-reboot",
"performance_schema_events_stages_history_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows per thread in the events_stages_history table","pending-reboot",
"performance_schema_events_statements_history_long_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows per thread in the events_statements_history table","pending-reboot",
"performance_schema_events_statements_history_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows per thread in the events_statements_history table","pending-reboot",
"performance_schema_events_waits_history_long_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the events_waits_history_long table","pending-reboot",
"performance_schema_events_waits_history_size",,"-1-1024",true,"engine-default","static","integer","The number of rows per thread in the events_waits_history table","pending-reboot",
"performance_schema_hosts_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the hosts table","pending-reboot",
"performance-schema-instrument",,,true,"engine-default","static","string","Configure a Performance Schema instrument. The name may be given as a pattern to configure instruments that match the pattern.","pending-reboot",
"performance_schema_max_cond_classes",,"0-256",true,"engine-default","static","integer","The maximum number of condition instruments","pending-reboot",
"performance_schema_max_cond_instances",,"-1-1048576",true,"engine-default","static","integer","The maximum number of instrumented condition objects","pending-reboot",
"performance_schema_max_digest_length",,"0-1048576",true,"engine-default","static","integer","The maximum number of bytes available for computing statement digests.","pending-reboot",
"performance_schema_max_file_classes",,"0-256",true,"engine-default","static","integer","The maximum number of file instruments","pending-reboot",
"performance_schema_max_file_handles",,"0-1048576",true,"engine-default","static","integer","The maximum number of opened file objects","pending-reboot",
"performance_schema_max_file_instances",,"-1-1048576",true,"engine-default","static","integer","The maximum number of instrumented file objects","pending-reboot",
"performance_schema_max_mutex_classes",,"0-256",true,"engine-default","static","integer","The maximum number of mutex instruments","pending-reboot",
"performance_schema_max_mutex_instances",,"-1-104857600",true,"engine-default","static","integer","The maximum number of instrumented mutex objects","pending-reboot",
"performance_schema_max_rwlock_classes",,"0-256",true,"engine-default","static","integer","The maximum number of rwlock instruments","pending-reboot",
"performance_schema_max_rwlock_instances",,"-1-104857600",true,"engine-default","static","integer","The maximum number of instrumented rwlock objects","pending-reboot",
"performance_schema_max_socket_classes",,"0-256",true,"engine-default","static","integer","The maximum number of socket instruments","pending-reboot",
"performance_schema_max_socket_instances",,"-1-1048576",true,"engine-default","static","integer","The maximum number of instrumented socket objects","pending-reboot",
"performance_schema_max_stage_classes",,"0-256",true,"engine-default","static","integer","The maximum number of stage instruments","pending-reboot",
"performance_schema_max_statement_classes",,"0-256",true,"engine-default","static","integer","The maximum number of statement instruments","pending-reboot",
"performance_schema_max_table_handles",,"-1-1048576",true,"engine-default","static","integer","The maximum number of opened table objects","pending-reboot",
"performance_schema_max_table_instances",,"-1-1048576",true,"engine-default","static","integer","The maximum number of instrumented table objects","pending-reboot",
"performance_schema_max_thread_classes",,"0-256",true,"engine-default","static","integer","The maximum number of thread instruments","pending-reboot",
"performance_schema_max_thread_instances",,"-1-1048576",true,"engine-default","static","integer","The maximum number of instrumented thread objects","pending-reboot",
"performance_schema_session_connect_attrs_size",,"-1-1048576",true,"engine-default","static","integer","The amount of preallocated memory per thread used to hold connection attribute strings","pending-reboot",
"performance_schema_setup_actors_size",,"0-1024",true,"engine-default","static","integer","The number of rows in the setup_actors table","pending-reboot",
"performance_schema_setup_objects_size",,"0-1048576",true,"engine-default","static","integer","The number of rows in the setup_objects table","pending-reboot",
"performance_schema_users_size",,"-1-1048576",true,"engine-default","static","integer","The number of rows in the users table","pending-reboot",
"pid_file","/rdsdbdata/log/mysql-{EndPointPort}.pid",,false,"system","static","string","The path name of the process ID file. This file is used by other programs such as MySQLd_safe to determine the server's process ID.","pending-reboot",
"plugin_dir",,,false,"system","static","string","Directory searched by systems dynamic linker for UDF object files. Otherwise, user-defined function object files must be located the default directory.","pending-reboot",
"port","{EndPointPort}",,false,"system","static","integer","The number of the port on which the server listens for TCP/IP connections.","pending-reboot",
"preload_buffer_size",,"1024-1073741824",true,"engine-default","dynamic","integer","The size of the buffer that is allocated when preloading indexes.","pending-reboot",
"profiling_history_size",,"0-100",true,"engine-default","dynamic","integer","The number of statements for which to maintain profiling if profiling is enabled.","pending-reboot",
"query_alloc_block_size",,"1024-18446744073709547520",true,"engine-default","dynamic","integer","The allocation size of memory blocks that are allocated for objects created during statement parsing and execution. May help resolve fragmentation problems.","pending-reboot",
"query_cache_limit",,"0-18446744073709547520",true,"engine-default","dynamic","integer","Don't cache results that are larger than this number of bytes.","pending-reboot",
"query_cache_min_res_unit",,"512-18446744073709547520",true,"engine-default","dynamic","integer","The minimum size (in bytes) for blocks allocated by the query cache.","pending-reboot",
"query_cache_size","{DBInstanceClassMemory/24}","0-9223372036854774784",true,"system","dynamic","integer","The amount of memory allocated for caching query results.","pending-reboot",
"query_cache_type","1","0-2",true,"system","static","integer","For query results either don't cache (=OFF), cache except for NO_CACHE (=ON), or only CACHE (=DEMAND)","pending-reboot",
"query_cache_wlock_invalidate",,"0,1",true,"engine-default","dynamic","boolean","Setting this variable to 1 causes acquisition of a WRITE lock for a table to invalidate any queries in the query cache that refer to the table","pending-reboot",
"query_prealloc_size",,"8192-18446744073709547520",true,"engine-default","dynamic","integer","Increased size might help improve perf for complex queries (i.e. Reduces server memory allocation)","pending-reboot",
"range_alloc_block_size",,"4096-18446744073709547520",true,"engine-default","dynamic","integer","The size of blocks that are allocated when doing range optimization.","pending-reboot",
"read_buffer_size","262144","8200-2147479552",true,"system","dynamic","integer","Each thread that does a sequential scan allocates this buffer. Increased value may help perf if performing many sequential scans.","pending-reboot",
"read_only","{TrueIfReplica}","0,1,{TrueIfReplica}",true,"system","dynamic","boolean","When it is enabled, the server permits no updates except from updates performed by slave  threads.","pending-reboot",
"read_rnd_buffer_size","524288","8200-2147479552",true,"system","dynamic","integer","Avoids disk reads when reading rows in sorted order following a key-sort operation. Large values can improve ORDER BY perf.","pending-reboot",
"relay-log","/rdsdbdata/log/relaylog/relaylog",,false,"system","static","string","The basename for the relay log.","pending-reboot",
"relay_log_info_repository","TABLE","FILE,TABLE",true,"system","static","string","This option causes the server to log its relay log info to a file or a table.","pending-reboot",
"relay_log_recovery","1","0,1",false,"system","dynamic","boolean","Enables automatic relay log recovery immediately following server startup.","pending-reboot",
"safe-user-create",,"0,1",true,"engine-default","static","boolean","If this option is enabled, a user cannot create new MySQL users by using the GRANT  statement unless the user has the INSERT privilege for the mysql.user table or any column in the table.","pending-reboot",
"secure_auth",,"0,1",true,"engine-default","dynamic","boolean","Blocks connections from all accounts that have passwords stored in the old (pre-4.1) format.","pending-reboot",
"secure_file_priv","/tmp",,false,"system","static","string","Limits the effect of LOAD_FILE(), LOAD_DATA, and SELECT ??? INTO OUTFILE to specified directory.","pending-reboot",
"server_audit_events",,"CONNECT,QUERY,QUERY_DCL,QUERY_DDL,QUERY_DML,TABLE",true,"engine-default","dynamic","list","If set it specifies the set of types of events to log","pending-reboot",
"server_audit_excl_users",,,true,"engine-default","dynamic","string","If not empty, it contains the list of users whose activity will NOT be logged","pending-reboot",
"server_audit_incl_users",,,true,"engine-default","dynamic","string","If not empty, it contains a comma-delimited list of users whose activity will be logged","pending-reboot",
"server_audit_logging","0","0,1",true,"engine-default","dynamic","boolean","Enables audit logging","pending-reboot",
"server_audit_logs_upload","0","0,1",true,"engine-default","dynamic","boolean","Enables audit log upload to CloudWatch Logs","immediate",
"server_id","{ServerId}",,false,"system","dynamic","integer","Integer value used to identify the instance in a replication group","pending-reboot",
"skip-character-set-client-handshake",,"0,1",true,"engine-default","static","boolean","Ignore character set information sent by the client.","pending-reboot",
"skip_external_locking",,"0,1",false,"engine-default","static","boolean","Uses OS locking instead of internal","pending-reboot",
"skip_name_resolve","1","0,1",false,"system","static","boolean","Host names are not resolved. All Host column values in the grant tables must be IP numbers or localhost.","pending-reboot",
"skip_show_database",,"0,1",true,"engine-default","static","boolean","SHOW DATABASES statement is allowed only to users who have the SHOW DATABASES privilege","pending-reboot",
"skip-slave-start","1","0,1",false,"system","static","boolean","Tells the slave server not to start the slave threads when the server starts.","pending-reboot",
